COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
MX,Saltillo,SAL_El Mimbre,Non Wealthy,Prioritized,Turbo Adoption,0.059945504,0.064788732,,,,0.059907834,0.050125313,0.048101266,0.045558087
PE,Arequipa,Arequipa Sur,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.764646691,0.744845221,0.748853744,0.756447397,0.755917052,0.754652123,0.751307497,0.759268933,0.766919613
PE,Arequipa,Arequipa Sur,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.241592682,0.247444299,0.255075482,0.259880888,0.256625203,0.251196172,0.247376705,0.252287582,0.26966967
AR,Mar Del Plata,MAR_DEL_PLATA_SUR,Non Wealthy,Prioritized,Perfect Orders,0.902362379,0.907692888,0.901606615,0.901745044,0.901032716,0.906004766,0.902835184,0.898690138,0.89727687
AR,Mar Del Plata,MAR_DEL_PLATA_SUR,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.496373234,0.490705738,0.477627007,0.467050781,0.463118934,0.463970774,0.458639381,0.456960847,0.459275353
AR,Mar Del Plata,MAR_DEL_PLATA_SUR,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.102288566,0.106660451,0.105334491,0.100004506,0.101779832,0.1053842,0.10496215,0.107030815,0.111250405
CL,Antofagasta,Antofagasta Centro,Non Wealthy,Prioritized,Perfect Orders,0.855140591,0.855118803,0.864627082,0.860603985,0.874716586,0.873329153,0.864991707,0.868144923,0.872214928
CL,Antofagasta,Antofagasta Centro,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.22324159,0.232277526,0.233333333,0.252663623,0.246200608,0.232383808,0.238023952,0.256854257,0.23628692
EC,Quito,Carcelen Industrial,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.714570504,0.718048907,0.721707618,0.714572465,0.711983023,0.700172073,0.699690489,0.710955118,0.719718892
EC,Quito,Carcelen Industrial,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.432011331,0.447257384,0.469416785,0.465811966,0.463829787,0.46488764,0.474125874,0.483240224,0.467966574
CO,Cali,Cali Centro oeste,Wealthy,High Priority,% PRO Users Who Breakeven,0.613703598,0.624494022,0.63554724,0.637229276,0.629550915,0.635476516,0.640508154,0.641127217,0.635434412
MX,Playa Del Carmen,PDC_Villas_del_Sol,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.3650532,0.370309217,0.367906067,0.360294118,0.354482132,0.371428571,0.375776398,0.383330657,0.406395241
CR,San Jose,San_Jose_Centro,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.166944908,0.158576052,0.16609589,0.160558464,0.154529307,0.137614679,0.134275618,0.119089317,0.118025751
PE,Mancora,Mancora_Pocitas,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.690649351,0.505064935,0.267532468,0.507142857,0.328571429,0.2,0.1,0.4,0.3
UY,Montevideo,Nuevocentro,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.815012237,0.823908737,0.803359067,0.756480678,0.771227762,0.750658606,0.740881865,0.733028463,0.715352036
UY,Montevideo,Nuevocentro,Non Wealthy,Prioritized,Turbo Adoption,0.352173913,0.4,0.396396396,0.470319635,0.416666667,0.392307692,0.115667718,0.092951992,0.117270789
UY,Montevideo,Nuevocentro,Non Wealthy,Prioritized,Lead Penetration,0.086302859,0.086307169,0.086821491,0.086050008,0.085278525,0.084764203,0.085535686,0.086307169,0.088861538
AR,Bahia Blanca,BAHIA_BLANCA_NORTE,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.917682664,0.912935407,0.919011974,0.915179563,0.917519128,0.915889887,0.924328953,0.925971327,0.925656799
MX,Durango,Dgo_fidel_velazquez,Non Wealthy,Prioritized,Perfect Orders,0.926691467,0.925945767,0.921100649,0.920968765,0.914525855,0.90777388,0.909039649,0.908272038,0.920829232
MX,Durango,Dgo_fidel_velazquez,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.716828069,0.713874272,0.704969038,0.691763883,0.686249793,0.678442629,0.685881226,0.691860781,0.69807945
MX,Durango,Dgo_fidel_velazquez,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.109363925,0.110620494,0.115806422,0.118617883,0.121659464,0.118185768,0.11779392,0.116590549,0.111850287
MX,Durango,Dgo_fidel_velazquez,Non Wealthy,Prioritized,Lead Penetration,0.226887853,0.222936516,0.221444421,0.216506197,0.214043167,0.213090517,0.220036832,0.231625911,0.239703257
AR,Cordoba,Sabattini Altamira,Non Wealthy,Prioritized,Perfect Orders,0.8962192,0.898073824,0.899555037,0.895525197,0.898379918,0.900781112,0.902568273,0.898784771,0.896430568
AR,Cordoba,Sabattini Altamira,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.77864762,0.780911246,0.782584066,0.77511862,0.766751721,0.763618051,0.754627807,0.754075015,0.768694775
BR,Aracaju,Marcelo Deda,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.113961039,0.267045455,0.177272727,0.1,0.05,0,0.133333333,0.366666667,0.323809524
CL,Rancagua,Manzanal,Non Wealthy,Prioritized,Perfect Orders,0.800057783,0.806600787,0.816906897,0.828763092,0.848018361,0.861326061,0.801601083,0.800843272,0.799875345
CL,Rancagua,Manzanal,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.719205475,0.711442109,0.674378596,0.680688319,0.686171308,0.673450144,0.687426045,0.68933159,0.700687043
CL,Rancagua,Manzanal,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.066599066,0.073911846,0.077040658,0.082050344,0.095263079,0.094048446,0.090524207,0.087568118,0.085515879
MX,Zamora,ZAM_Zamora_1,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.782179295,0.784292776,0.773344225,0.760493998,0.751111949,0.744301417,0.75026373,0.757785235,0.76680264
MX,Zamora,ZAM_Zamora_1,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.089886606,0.088147141,0.087153559,0.085481967,0.084968797,0.085213404,0.086879738,0.087625008,0.085648042
MX,Zamora,ZAM_Zamora_1,Non Wealthy,Prioritized,Lead Penetration,0.214755853,0.213971049,0.213677818,0.212991328,0.213873466,0.216213284,0.217870017,0.223141177,0.227805159
AR,Mendoza,GRAN_MENDOZA_MAIPU,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.899076514,0.894896129,0.887660552,0.889153089,0.87797181,0.884378862,0.903476139,0.900469725,0.906536438
AR,Mendoza,GRAN_MENDOZA_MAIPU,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.242524917,0.208695652,0.209169054,0.215686275,0.217391304,0.20668693,0.190476191,0.203125,0.194656489
MX,Merida,MID_CAUCEL PONIENTE,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.746892043,0.736935793,0.728551611,0.712920181,0.696413133,0.689358622,0.683833494,0.685408184,0.699140008
MX,Merida,MID_CAUCEL PONIENTE,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.127018318,0.127299785,0.130174984,0.13231938,0.133348553,0.133955867,0.132423369,0.130996901,0.126291433
CL,Viña Del Mar,Interior V región,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.365535248,0.3574045,0.35639413,0.33383915,0.336146971,0.345137157,0.342396777,0.360120542,0.370503597
CL,Viña Del Mar,Interior V región,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.162940497,0.172529577,0.174793495,0.177902865,0.178860551,0.176542175,0.183186481,0.186752433,0.18932954
PE,Lima,Los Halcones,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.269181556,0.255436855,0.222298322,0.256497146,0.271648352,0.267301587,0.272900433,0.232005772,0.228773449
CO,Barranquilla,Soledad,Non Wealthy,Prioritized,Turbo Adoption,0.194285714,0.215909091,0.208450704,0.234442837,0.223628692,0.23537415,0.233243968,0.215924427,0.215584416
CO,Barranquilla,Soledad,Non Wealthy,Prioritized,Lead Penetration,0.193955138,0.196399805,0.197901927,0.199300294,0.198647858,0.197151224,0.197898667,0.200033258,0.200781773
CO,Ibague,Jardin,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.912711246,0.910517292,0.91181947,0.910864099,0.915608238,0.902759766,0.893820248,0.871336003,0.881000775
CO,Ibague,Jardin,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.208121827,0.195890411,0.190824468,0.194587629,0.185323383,0.171875,0.168304668,0.169211973,0.190675017
BR,Porto Alegre,RS - POA - Navegantes,Non Wealthy,Not Prioritized,Perfect Orders,0.904659498,0.892012289,0.866984127,0.875020481,0.854520856,0.872658736,0.853961883,0.790631825,0.818272996
BR,Porto Alegre,RS - POA - Navegantes,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.587649889,0.642833923,0.602869619,0.618287647,0.525037921,0.467538418,0.498706702,0.520634755,0.523886789
MX,Tula De Allende,TDA San Marcos,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.181818182,0.177489178,0.184210526,0.196581197,0.186956522,0.191489362,0.174273859,0.159817352,0.178378378
PE,Arequipa,Cerro Verde Suroeste,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.204003738,0.199221578,0.194948366,0.201410049,0.215662389,0.2214889,0.222680688,0.221323135,0.221906756
MX,Playa Del Carmen,PDC_1,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.407177814,0.409505208,0.41553719,0.404255319,0.41152,0.413443247,0.409076382,0.404133545,0.40974212
CO,Bogota,Suba,Non Wealthy,High Priority,Pro Adoption (Last Week Status),0.304102406,0.29841951,0.291001409,0.285904679,0.284078358,0.281770697,0.284657446,0.2847592,0.307382685
CO,Bogota,Suba,Non Wealthy,High Priority,Lead Penetration,0.203245933,0.206943586,0.209763696,0.212928447,0.213913402,0.212999506,0.214482786,0.215861783,0.217573562
EC,Quito,Monteserrin,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.451977401,0.451923077,0.455426357,0.444664032,0.458917836,0.5,0.512048193,0.506024096,0.503018109
MX,Toluca,Tol_Teconlógico-Bicentenario,Non Wealthy,Prioritized,Perfect Orders,,,,,,0.909184746,0.909184746,0.892426289,0.892426289
CO,Cali,Cali Norte,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.379788771,0.379675527,0.379301651,0.377845136,0.377212329,0.377291189,0.377197868,0.377114751,0.371131365
CO,Cali,Cali Norte,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.324862457,0.324529096,0.322329689,0.318034161,0.315540786,0.314859895,0.315229021,0.318366716,0.340023746
BR,Salvador,BA - LDF - Lauro de Freitas,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.214285714,0.2,0,0,0.071428571,0.066666667,0.153846154,0.2,0.230769231
BR,Rio De Janeiro,Méier Norte,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.836037588,0.862389892,0.877080225,0.876953225,0.86034279,0.847515159,0.812905485,0.827387654,0.835586269
BR,Rio De Janeiro,Méier Norte,Non Wealthy,Not Prioritized,Lead Penetration,0.013065591,0.013429505,0.013720652,0.014193247,0.014810625,0.014301687,0.013574019,0.012553939,0.011276088
PE,Piura,Residencial,Non Wealthy,Prioritized,Perfect Orders,0.928044775,0.915983785,0.918327526,0.919519358,0.923764802,0.92428578,0.92793494,0.923214867,0.922237143
PE,Piura,Residencial,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.59780846,0.598643839,0.58789455,0.58256454,0.584546911,0.584049531,0.589248912,0.586692342,0.58924016
MX,Los Mochis,Moch_1,Non Wealthy,Prioritized,Lead Penetration,0.125432118,0.123035508,0.122673928,0.124780574,0.126926252,0.129385837,0.13170938,0.132987545,0.13354695
EC,Ambato,Centro de Ambato,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.181818182,0.333333333,0.4,0.363636364,0.444444444,0.25,0.25,0.142857143,0.142857143
EC,Ambato,Centro de Ambato,Non Wealthy,Not Prioritized,Lead Penetration,0.010295538,0.008306219,0.006885043,0.007171557,0.00774133,0.008311102,0.008595989,0.008595989,0.008595989
MX,Silao,SIL Centro,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.74788377,0.740577161,0.73795004,0.748445966,0.744837091,0.732380508,0.712939624,0.731204812,0.778293606
CO,Pereira,Pinares Sur,Wealthy,Prioritized,Perfect Orders,0.884588435,0.88337711,0.88411235,0.889068937,0.895184912,0.902673465,0.907699228,0.911197017,0.903011993
CO,Pereira,Pinares Sur,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.655732374,0.643533074,0.642685087,0.64127808,0.640668939,0.647733033,0.640429081,0.637265421,0.634850491
CO,Pereira,Pinares Sur,Wealthy,Prioritized,% PRO Users Who Breakeven,0.647583643,0.648351648,0.65945166,0.663113006,0.631939685,0.647214854,0.666229508,0.675604971,0.679478827
CO,Pereira,Pinares Sur,Wealthy,Prioritized,Restaurants Markdowns / GMV,0.086655204,0.086415528,0.085482752,0.086727812,0.086560391,0.088871143,0.091173608,0.089802547,0.087979696
EC,Guayaquil,Duran,Non Wealthy,Not Prioritized,Perfect Orders,0.868124281,0.860121243,0.84580934,0.875000262,0.87612535,0.894602923,0.895172736,0.851599242,0.844315146
EC,Guayaquil,Duran,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.918575308,0.917783674,0.917316683,0.91895905,0.930939432,0.922815328,0.922865242,0.931060506,0.922111539
PE,Lima,San isidro,Wealthy,Prioritized,Restaurants SST > SS CVR,0.943377359,0.946920196,0.948806848,0.948092888,0.947759289,0.94775349,0.947365948,0.948565199,0.949810589
PE,Lima,San isidro,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.413954875,0.417969101,0.418038166,0.415890425,0.41894776,0.420286263,0.419233715,0.420715906,0.447516599
CO,Santa Marta,Oriente,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.923617959,0.925649468,0.92119388,0.913778412,0.910603173,0.907321582,0.907382169,0.906197608,0.909045671
CL,Santiago De Chile,autopista_central,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.022311659,0.035066834,0.048736176,0.053269783,0.045792008,0.033748082,0.0198126,0.008794439,0.003145405
BR,Salvador,BA - SSA - Pituba,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.676604426,0.635707476,0.616731661,0.578404413,0.576844406,0.577623859,0.555327008,0.489351734,0.580156763
EC,Guayaquil,Via la Costa Oeste,Wealthy,Prioritized,Non-Pro PTC > OP,0.745434459,0.747980458,0.727833981,0.755339733,0.760850138,0.758834079,0.748641971,0.749603077,0.74193439
EC,Guayaquil,Via la Costa Oeste,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.144213834,0.14611431,0.155403189,0.163482833,0.176534756,0.183507858,0.185308035,0.187674795,0.183732571
MX,Tijuana,TIJ_Buenos_Aires,Non Wealthy,Prioritized,Perfect Orders,0.884041239,0.895494385,0.90447138,0.894267429,0.898916454,0.898544413,0.891654516,0.890551102,0.896582511
MX,Tijuana,TIJ_Buenos_Aires,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.735675449,0.730709084,0.717512849,0.68460603,0.671673585,0.669885043,0.65351215,0.654625683,0.670024742
MX,Tijuana,TIJ_Buenos_Aires,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.595384681,0.595002768,0.589303674,0.584873214,0.586298251,0.585072557,0.57049123,0.564584846,0.558046753
MX,Tijuana,TIJ_Buenos_Aires,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.221311475,0.222672065,0.232653061,0.263779528,0.264150943,0.258181818,0.230769231,0.222627737,0.205882353
CO,Bogota,Usme,Non Wealthy,Not Prioritized,Perfect Orders,0.729075037,0.752475143,0.768511268,0.723780813,0.703737493,0.697055643,0.708377237,0.71021104,0.693860618
CO,Bogota,Usme,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.497150843,0.478415162,0.466627486,0.466170847,0.469795536,0.474906822,0.459094541,0.454514878,0.446928184
MX,Ciudad De Mexico,Coyoacan-Pedregal,Wealthy,High Priority,Perfect Orders,0.866606345,0.860022652,0.858014686,0.852286463,0.843264208,0.84407759,0.841271893,0.851124911,0.847816475
MX,Monterrey,MTY_Apodaca_Huinalá,Non Wealthy,High Priority,Pro Adoption (Last Week Status),0.370404888,0.381309398,0.377454623,0.371359732,0.369544839,0.372971863,0.373513243,0.37320242,0.385279365
BR,Rio De Janeiro,Nova iguaçu,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
EC,Quito,Sur de Quito,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.930256218,0.936849513,0.942680029,0.943866572,0.939531815,0.935914112,0.935359576,0.932701795,0.93404138
MX,Monterrey,Mitras Centro,Wealthy,Prioritized,Turbo Adoption,0.247145424,0.311618827,0.35873975,0.341843358,0.343949045,0.236795775,0.237916589,0.233834867,0.231218493
MX,Monterrey,Mitras Centro,Wealthy,Prioritized,Restaurants Markdowns / GMV,0.12431672,0.125259098,0.122747082,0.121728751,0.120134137,0.121914499,0.122625158,0.124119754,0.122646201
MX,Saltillo,SAL_Mirasierra,Wealthy,Prioritized,Perfect Orders,0.93502409,0.935066167,0.933998227,0.932389308,0.935349213,0.942802534,0.944565765,0.949014612,0.95134967
UY,Montevideo,Prado,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.859862794,0.864476915,0.867046073,0.845055357,0.847545991,0.84968289,0.856618428,0.851004335,0.822330389
UY,Montevideo,Prado,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.172853291,0.164986795,0.164283014,0.167558819,0.167982502,0.168730939,0.160673351,0.157211987,0.149570586
UY,Montevideo,Prado,Non Wealthy,Prioritized,Lead Penetration,0.133333333,0.133333333,0.138394161,0.142189781,0.144720195,0.145985402,0.145985402,0.145985402,0.145985402
UY,Montevideo,Prado,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.073308974,0.074667989,0.067657783,0.06567414,0.073079827,0.084081595,0.090498396,0.098896367,0.100883795
CL,Santiago De Chile,La Florida San Joaquin,Non Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.922998361,0.930365972,0.912220493,0.924154846,0.934023194,0.942355336,0.895902199,0.906825049,0.922473843
CL,Santiago De Chile,La Florida San Joaquin,Non Wealthy,High Priority,Non-Pro PTC > OP,0.747610959,0.738591243,0.71641932,0.72104833,0.731652992,0.739755758,0.739271834,0.742074668,0.746676422
BR,Curitiba,PR - CWB - Cristo Rei/Juveve,Wealthy,Prioritized,Perfect Orders,0.885045342,0.882183817,0.891670519,0.900156208,0.90270466,0.899667241,0.901973019,0.90993464,0.912349331
BR,Curitiba,PR - CWB - Cristo Rei/Juveve,Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.753745707,0.772443834,0.777730852,0.742978804,0.717095207,0.736529917,0.734192296,0.739608033,0.751693045
BR,Curitiba,PR - CWB - Cristo Rei/Juveve,Wealthy,Prioritized,Restaurants SST > SS CVR,0.840865886,0.856897131,0.866213209,0.863719242,0.861982289,0.857748107,0.85393015,0.861029823,0.855624538
EC,Quito,San Martin de Porras,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0,0,0.009302326,0.016732842,0.021724334,0.025631814,0.015650407,0.019759286,0.011601307
EC,Quito,San Martin de Porras,Non Wealthy,Not Prioritized,Lead Penetration,,,,,,,,,2
MX,Tulum,TUL_Tulum,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.327586207,0.333333333,0.311688312,0.309782609,0.320678514,0.319831224,0.32319722,0.331288344,0.361809045
MX,Tulum,TUL_Tulum,Wealthy,Prioritized,Lead Penetration,0.148969603,0.147946781,0.145446559,0.143980783,0.143691869,0.142211896,0.143686774,0.149350793,0.15413258
BR,Recife,PE - REC - Afogados,Non Wealthy,Not Prioritized,Perfect Orders,0.821632593,0.82147854,0.80700104,0.812950607,0.802972462,0.801243938,0.804670973,0.818535796,0.830830521
BR,Campinas,SP - CPS - Sousas,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.526455314,0.526751208,0.451880435,0.437652937,0.432384417,0.489958426,0.457651482,0.36615223,0.321373626
CO,Palmira,Palmira occidente,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.769605289,0.763339947,0.762139644,0.765861858,0.767798557,0.765444806,0.754764875,0.75302437,0.764180862
CO,Palmira,Palmira occidente,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.558058926,0.56281407,0.570469799,0.553448276,0.547993019,0.565068493,0.574290484,0.553366174,0.548281506
MX,Reynosa,Reynosa_centro,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.321544356,0.320246228,0.318195672,0.313728537,0.316480579,0.320363578,0.323654108,0.326890279,0.346454468
AR,Mar Del Plata,MAR_DEL_PLATA_NORTE,Non Wealthy,Prioritized,Turbo Adoption,0.341880342,0.325730577,0.361313869,0.334992888,0.343907715,0.189878234,0.189925373,0.206630686,0.22086132
MX,Matamoros,MAT Victoria,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.31880109,0.329700273,0.332394366,0.351206434,0.356568365,0.356200528,0.342245989,0.338422392,0.338345865
BR,Uberlandia,MG - UBE - Uberlândia,Non Wealthy,Not Prioritized,Perfect Orders,0.646816701,0.535267247,0.521632052,0.520512119,0.50861136,0.506854284,0.566449865,0.509521229,0.554444444
BR,Uberlandia,MG - UBE - Uberlândia,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
BR,Uberlandia,MG - UBE - Uberlândia,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.127272727,0.145454546,0.133333333,0.121428571,0.119047619,0.169354839,0.185185185,0.193548387,0.216216216
MX,Oaxaca,OAX Morelos,Non Wealthy,Prioritized,Perfect Orders,0.879161201,0.880246878,0.877793898,0.869182954,0.862012878,0.868779784,0.860959125,0.859326835,0.840649296
MX,Oaxaca,OAX Morelos,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.540077038,0.542416609,0.531243564,0.52555058,0.536181514,0.549011789,0.529213941,0.531149699,0.526414802
MX,Oaxaca,OAX Morelos,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.51123033,0.51744902,0.513606613,0.515421088,0.51647537,0.506159171,0.498779123,0.503086735,0.505696685
MX,Leon,LEO_Centro,Wealthy,Prioritized,% PRO Users Who Breakeven,0.304618578,0.303635433,0.329068577,0.326190476,0.318535469,0.319821826,0.313768756,0.305908096,0.300086356
MX,Leon,LEO_Centro,Wealthy,Prioritized,Lead Penetration,0.189916754,0.189259046,0.188340027,0.187608292,0.187561417,0.187797715,0.189115752,0.191480901,0.192069926
CO,Bogota,Tunjuelito,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.567858563,0.550671184,0.54910583,0.547142746,0.555745661,0.570210001,0.562629473,0.565099609,0.557710605
CO,Bogota,Tunjuelito,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.910201839,0.912227829,0.911900261,0.911524242,0.916245878,0.916905713,0.911474784,0.911300311,0.910614657
CO,Bogota,Tunjuelito,Non Wealthy,Prioritized,Turbo Adoption,0.1,0.092548077,0.107526882,0.100728155,0.099875156,0.111931119,0.093676815,0.113793103,0.109663409
CO,Bogota,Tunjuelito,Non Wealthy,Prioritized,Lead Penetration,0.050468619,0.050892252,0.051991405,0.053425311,0.055108122,0.056784959,0.062077095,0.066120121,0.068349386
EC,Guayaquil,Urdesa,Non Wealthy,High Priority,% PRO Users Who Breakeven,0.477650064,0.49611399,0.485714286,0.504563233,0.493540052,0.505089059,0.503787879,0.50563204,0.504938272
MX,Guasave,GSV Guasave,Non Wealthy,Not Prioritized,Perfect Orders,0.922627785,0.928132834,0.933769152,0.931556065,0.913479531,0.90819588,0.900323855,0.904308783,0.912108435
MX,Toluca,Tol_Centro,Non Wealthy,Prioritized,Perfect Orders,,,,,,0.87828366,0.87828366,0.882917537,0.882917537
MX,Toluca,Tol_Centro,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.915878901,0.919202128,0.919010363,0.914544019,0.913622875,0.91805976,0.920392299,0.921936569,0.921258515
MX,Nuevo Laredo,Nlar_centro,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.841256354,0.843042217,0.844362959,0.839127253,0.837130391,0.845015711,0.843261231,0.8477016,0.856354842
MX,Nuevo Laredo,Nlar_centro,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.084187896,0.081720955,0.082542511,0.082490246,0.083640562,0.085969145,0.08969842,0.09084295,0.089967284
BR,Balneario Camboriu,SC - BAL - Balneário,Non Wealthy,Not Prioritized,Perfect Orders,0.393206793,0.563073593,0.462683983,0.440239234,0.392982456,0.434877193,0.485467582,0.511378882,0.596278562
MX,Tlaxcala,TLX CHIAUTEMPAN,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.155049844,0.156608351,0.140634129,0.139643166,0.121728034,0.131201086,0.143312373,0.118327747,0.105123149
MX,Ciudad De Mexico,CDMX_Cuautitlan_Melchor_Ocampo,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.111973762,0.11875012,0.131175975,0.140581193,0.147100898,0.144559434,0.139336349,0.135361464,0.12687611
MX,Ciudad De Mexico,CDMX_Cuautitlan_Melchor_Ocampo,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.346274101,0.359137056,0.356999498,0.352842408,0.35656589,0.359705817,0.361372078,0.357318436,0.381432635
BR,Grande São Paulo,Jardins/Pinheiros,Wealthy,High Priority,Restaurants SST > SS CVR,0.878722673,0.876156588,0.874379616,0.873102259,0.871861032,0.868572118,0.86337012,0.856574214,0.850179464
BR,Grande São Paulo,Jardins/Pinheiros,Wealthy,High Priority,Restaurants Markdowns / GMV,0.056850209,0.053875615,0.053011117,0.057137563,0.059533794,0.060422231,0.058096775,0.057519428,0.058588445
AR,Buenos Aires,San Justo - Villa Madero,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.559417174,0.547678303,0.524105527,0.511288408,0.510114487,0.512288052,0.522206692,0.529853041,0.532174019
AR,Buenos Aires,San Justo - Villa Madero,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.279214356,0.279916318,0.28416608,0.279119318,0.280779705,0.279526422,0.282994186,0.286749482,0.306462702
AR,Buenos Aires,PILAR,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.868063043,0.849511112,0.847238963,0.824987081,0.834548956,0.848104201,0.858358164,0.878517855,0.867742121
BR,Campinas,SP - CPS - Swiss Park,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.011764587,0.009416901,0.004667494,0.014149403,0.029122934,0.026361418,0.037877762,0.030347261,0.023676494
BR,Campinas,SP - CPS - Swiss Park,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.781212121,0.8054329,0.785526696,0.805555556,0.808068783,0.829184704,0.788407256,0.715366649,0.650832536
BR,Campinas,SP - CPS - Swiss Park,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.201176471,0.155686275,0.135769712,0.140858897,0.145184994,0.165489797,0.169241933,0.180475474,0.186150246
BR,Rio De Janeiro,Ilha do Governador,Wealthy,Not Prioritized,Perfect Orders,0.643078646,0.705490018,0.741891761,0.804693616,0.853663884,0.870460432,0.828922287,0.801691634,0.775318313
CO,Pitalito,Pitalito,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.538974359,0.516251885,0.575490196,0.680882353,0.71127451,0.755952381,0.820714286,0.775827068,0.774945698
